task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
136	72/aa897d	37168568	factorize_worker (factorize_k25_worker26)	COMPLETED	0	2025-09-21 17:31:17.308	34m 54s	2m 51s	97.7%	232.5 MB	990.3 MB	36.4 MB	3.5 MB
137	7c/e17ba3	37168569	factorize_worker (factorize_k30_worker26)	COMPLETED	0	2025-09-21 17:31:17.502	34m 54s	2m 51s	97.9%	232.2 MB	989.9 MB	36.4 MB	3.5 MB
140	14/f5abae	37168571	factorize_worker (factorize_k20_worker27)	COMPLETED	0	2025-09-21 17:31:17.902	35m 28s	2m 59s	98.0%	230.7 MB	990.2 MB	36.5 MB	3.5 MB
144	75/2395d5	37168575	factorize_worker (factorize_k15_worker28)	COMPLETED	0	2025-09-21 17:31:18.703	35m 32s	2m 2s	97.7%	230.5 MB	989.9 MB	36.5 MB	3.3 MB
139	ea/5679c0	37168570	factorize_worker (factorize_k15_worker27)	COMPLETED	0	2025-09-21 17:31:17.698	35m 38s	3m 4s	97.5%	230.8 MB	990.8 MB	36.5 MB	3.5 MB
143	75/1d5676	37168576	factorize_worker (factorize_k10_worker28)	COMPLETED	0	2025-09-21 17:31:18.905	35m 52s	1m 48s	97.5%	232.5 MB	989.8 MB	36.5 MB	3.3 MB
148	3e/71cd41	37168577	factorize_worker (factorize_k10_worker29)	COMPLETED	0	2025-09-21 17:31:19.106	35m 57s	1m 55s	97.6%	230.4 MB	990.1 MB	36.4 MB	3.3 MB
142	b9/904bd2	37168572	factorize_worker (factorize_k30_worker27)	COMPLETED	0	2025-09-21 17:31:18.102	36m 3s	3m 2s	97.6%	233.1 MB	990.3 MB	36.5 MB	3.5 MB
145	d7/2d9315	37168578	factorize_worker (factorize_k20_worker28)	COMPLETED	0	2025-09-21 17:31:19.327	36m 2s	2m 2s	97.7%	232.6 MB	990 MB	36.5 MB	3.3 MB
146	c9/f0b01d	37168580	factorize_worker (factorize_k25_worker28)	COMPLETED	0	2025-09-21 17:31:19.707	36m 21s	1m 49s	97.6%	231.1 MB	990.6 MB	36.5 MB	3.3 MB
138	d1/65b2bb	37168573	factorize_worker (factorize_k10_worker27)	COMPLETED	0	2025-09-21 17:31:18.306	36m 33s	3m 1s	97.7%	233.1 MB	990.5 MB	36.5 MB	3.5 MB
141	43/5cad1c	37168574	factorize_worker (factorize_k25_worker27)	COMPLETED	0	2025-09-21 17:31:18.501	36m 33s	3m 3s	97.6%	231 MB	990.3 MB	36.5 MB	3.5 MB
149	13/8d6291	37168582	factorize_worker (factorize_k15_worker29)	COMPLETED	0	2025-09-21 17:31:20.104	36m 56s	1m 54s	97.5%	230.5 MB	989.3 MB	36.4 MB	3.3 MB
150	87/d8b08b	37168581	factorize_worker (factorize_k20_worker29)	COMPLETED	0	2025-09-21 17:31:19.907	37m 1s	1m 55s	97.4%	230.5 MB	989.8 MB	36.4 MB	3.3 MB
152	02/f80ee9	37168583	factorize_worker (factorize_k30_worker29)	COMPLETED	0	2025-09-21 17:31:20.306	37m 1s	1m 55s	97.7%	230.6 MB	990.3 MB	36.4 MB	3.3 MB
155	16/336f93	37168584	factorize_worker (factorize_k20_worker30)	COMPLETED	0	2025-09-21 17:31:20.504	37m 46s	2m 15s	97.9%	232.8 MB	990.7 MB	36.5 MB	3.3 MB
153	45/bb255b	37168585	factorize_worker (factorize_k10_worker30)	COMPLETED	0	2025-09-21 17:31:20.707	37m 45s	2m 14s	97.9%	230.4 MB	989.9 MB	36.5 MB	3.3 MB
154	63/84818d	37168586	factorize_worker (factorize_k15_worker30)	COMPLETED	0	2025-09-21 17:31:20.901	38m 6s	2m 1s	97.6%	232.6 MB	990 MB	36.5 MB	3.3 MB
151	c3/58afc6	37168587	factorize_worker (factorize_k25_worker29)	COMPLETED	0	2025-09-21 17:31:21.104	38m 6s	1m 58s	95.6%	230.8 MB	989.5 MB	36.4 MB	3.3 MB
159	8a/2a81c5	37168588	factorize_worker (factorize_k15_worker31)	COMPLETED	0	2025-09-21 17:31:21.309	38m 35s	2m 31s	97.7%	232.2 MB	990 MB	36.5 MB	3.3 MB
156	d9/97e923	37168590	factorize_worker (factorize_k25_worker30)	COMPLETED	0	2025-09-21 17:31:21.702	38m 34s	2m 1s	97.5%	229.5 MB	990 MB	36.5 MB	3.3 MB
158	68/c07128	37168589	factorize_worker (factorize_k10_worker31)	COMPLETED	0	2025-09-21 17:31:21.503	38m 40s	2m 33s	97.5%	232.8 MB	990.3 MB	36.5 MB	3.3 MB
162	c6/3967c1	37168592	factorize_worker (factorize_k30_worker31)	COMPLETED	0	2025-09-21 17:31:22.103	38m 59s	2m 29s	97.8%	230.4 MB	989.8 MB	36.5 MB	3.3 MB
160	20/341d86	37168591	factorize_worker (factorize_k20_worker31)	COMPLETED	0	2025-09-21 17:31:21.904	39m 4s	2m 31s	97.6%	232.8 MB	990.3 MB	36.5 MB	3.3 MB
163	b8/fbe47c	37168594	factorize_worker (factorize_k10_worker32)	COMPLETED	0	2025-09-21 17:31:22.505	39m 29s	2m 28s	97.6%	230.3 MB	990.2 MB	36.4 MB	3.3 MB
164	08/1d71be	37168595	factorize_worker (factorize_k15_worker32)	COMPLETED	0	2025-09-21 17:31:22.704	39m 28s	2m 26s	97.6%	232.2 MB	989.9 MB	36.4 MB	3.3 MB
165	f6/3d39d5	37168596	factorize_worker (factorize_k20_worker32)	COMPLETED	0	2025-09-21 17:31:22.901	39m 28s	2m 26s	97.8%	231 MB	990.7 MB	36.4 MB	3.3 MB
168	50/07f682	37168598	factorize_worker (factorize_k10_worker33)	COMPLETED	0	2025-09-21 17:31:23.308	39m 58s	1m 55s	97.9%	230.3 MB	988.9 MB	36.4 MB	3.3 MB
170	31/187079	37168600	factorize_worker (factorize_k20_worker33)	COMPLETED	0	2025-09-21 17:31:23.702	40m 17s	1m 43s	97.4%	230.3 MB	988.9 MB	36.4 MB	3.3 MB
147	e8/4f1e74	37168579	factorize_worker (factorize_k30_worker28)	COMPLETED	0	2025-09-21 17:31:19.502	40m 27s	5m 47s	34.3%	231.3 MB	990.7 MB	36.5 MB	3.3 MB
161	56/ef5a7f	37168597	factorize_worker (factorize_k25_worker31)	COMPLETED	0	2025-09-21 17:31:23.104	40m 33s	2m 29s	98.0%	230.8 MB	990.4 MB	36.5 MB	3.3 MB
167	96/c96a9e	37168601	factorize_worker (factorize_k30_worker32)	COMPLETED	0	2025-09-21 17:31:23.904	40m 42s	2m 10s	97.6%	230.9 MB	990.3 MB	36.4 MB	3.3 MB
173	b6/c045ca	37168605	factorize_worker (factorize_k10_worker34)	COMPLETED	0	2025-09-21 17:31:24.737	40m 51s	1m 50s	97.7%	230.5 MB	990.4 MB	36.4 MB	3.3 MB
171	53/b9fb58	37168602	factorize_worker (factorize_k25_worker33)	COMPLETED	0	2025-09-21 17:31:24.103	40m 57s	1m 56s	97.7%	230.7 MB	990.2 MB	36.4 MB	3.3 MB
169	c2/542c38	37168603	factorize_worker (factorize_k15_worker33)	COMPLETED	0	2025-09-21 17:31:24.313	40m 57s	1m 57s	97.4%	231 MB	990.6 MB	36.4 MB	3.3 MB
172	32/e141c4	37168604	factorize_worker (factorize_k30_worker33)	COMPLETED	0	2025-09-21 17:31:24.504	41m 2s	1m 59s	97.3%	230.3 MB	989.9 MB	36.4 MB	3.3 MB
176	7c/fe2d94	37168606	factorize_worker (factorize_k25_worker34)	COMPLETED	0	2025-09-21 17:31:24.907	41m 21s	1m 51s	97.5%	230.7 MB	990.7 MB	36.4 MB	3.3 MB
174	8f/aeb99d	37168607	factorize_worker (factorize_k15_worker34)	COMPLETED	0	2025-09-21 17:31:25.104	41m 21s	1m 50s	97.4%	232.3 MB	990.3 MB	36.4 MB	3.3 MB
177	06/840f24	37168608	factorize_worker (factorize_k30_worker34)	COMPLETED	0	2025-09-21 17:31:25.314	41m 21s	1m 50s	97.7%	231.2 MB	990.5 MB	36.4 MB	3.3 MB
157	1b/059c3b	37168593	factorize_worker (factorize_k30_worker30)	COMPLETED	0	2025-09-21 17:31:22.313	41m 44s	4m 41s	47.2%	233 MB	990.5 MB	36.5 MB	3.3 MB
175	a5/5427a0	37168609	factorize_worker (factorize_k20_worker34)	COMPLETED	0	2025-09-21 17:31:27.476	41m 49s	1m 49s	97.8%	232.7 MB	990.5 MB	36.4 MB	3.3 MB
181	f2/cdbd93	37168610	factorize_worker (factorize_k25_worker35)	COMPLETED	0	2025-09-21 17:31:27.608	42m 8s	1m 39s	97.5%	231.2 MB	990.5 MB	36.5 MB	3.3 MB
166	f5/065499	37168599	factorize_worker (factorize_k25_worker32)	COMPLETED	0	2025-09-21 17:31:23.500	42m 18s	3m 28s	68.7%	230.7 MB	989.3 MB	36.4 MB	3.3 MB
178	27/d6876b	37168612	factorize_worker (factorize_k10_worker35)	COMPLETED	0	2025-09-21 17:31:27.864	42m 38s	1m 40s	97.5%	230.7 MB	990.2 MB	36.5 MB	3.3 MB
179	00/2b7778	37168613	factorize_worker (factorize_k15_worker35)	COMPLETED	0	2025-09-21 17:31:29.994	42m 51s	1m 52s	97.6%	232.4 MB	989.8 MB	36.5 MB	3.3 MB
182	bc/cc5074	37168616	factorize_worker (factorize_k30_worker35)	COMPLETED	0	2025-09-21 17:31:30.384	42m 51s	1m 52s	97.7%	230.4 MB	989.9 MB	36.5 MB	3.3 MB
184	a0/1a547a	37168614	factorize_worker (factorize_k15_worker36)	COMPLETED	0	2025-09-21 17:31:30.122	43m 6s	2m 9s	97.5%	230.4 MB	989.9 MB	36.5 MB	3.3 MB
183	eb/fddd42	37168615	factorize_worker (factorize_k10_worker36)	COMPLETED	0	2025-09-21 17:31:30.257	43m 6s	2m 10s	97.5%	230.4 MB	990 MB	36.5 MB	3.3 MB
185	ab/2f37ed	37168617	factorize_worker (factorize_k20_worker36)	COMPLETED	0	2025-09-21 17:31:32.503	43m 4s	2m 7s	97.9%	231.2 MB	990.7 MB	36.5 MB	3.3 MB
188	0b/9e8ae7	37168618	factorize_worker (factorize_k10_worker37)	COMPLETED	0	2025-09-21 17:31:32.632	43m 23s	1m 56s	97.5%	232.1 MB	989.8 MB	36.4 MB	3.3 MB
189	92/699645	37168619	factorize_worker (factorize_k15_worker37)	COMPLETED	0	2025-09-21 17:31:32.759	43m 23s	1m 56s	97.6%	230.6 MB	990.3 MB	36.4 MB	3.3 MB
186	c0/a7668d	37168620	factorize_worker (factorize_k25_worker36)	COMPLETED	0	2025-09-21 17:31:32.885	43m 33s	2m 8s	97.8%	232.6 MB	989.9 MB	36.5 MB	3.3 MB
191	d3/6344c4	37168622	factorize_worker (factorize_k25_worker37)	COMPLETED	0	2025-09-21 17:31:35.114	43m 56s	1m 55s	97.9%	231.2 MB	989.7 MB	36.4 MB	3.3 MB
187	21/181ff1	37168621	factorize_worker (factorize_k30_worker36)	COMPLETED	0	2025-09-21 17:31:34.985	44m 6s	2m 9s	97.5%	232.9 MB	990.2 MB	36.5 MB	3.3 MB
190	0d/065a3f	37168624	factorize_worker (factorize_k20_worker37)	COMPLETED	0	2025-09-21 17:31:35.373	44m 16s	1m 44s	97.7%	230.1 MB	990 MB	36.4 MB	3.3 MB
192	97/ba637f	37168623	factorize_worker (factorize_k30_worker37)	COMPLETED	0	2025-09-21 17:31:35.248	44m 31s	1m 58s	97.2%	231.9 MB	990.1 MB	36.4 MB	3.3 MB
195	b6/d46bfc	37168625	factorize_worker (factorize_k20_worker38)	COMPLETED	0	2025-09-21 17:31:37.500	44m 29s	1m 58s	97.8%	232.7 MB	990.1 MB	36.4 MB	3.3 MB
200	7a/bd93e8	37168630	factorize_worker (factorize_k20_worker39)	COMPLETED	0	2025-09-21 17:31:40.116	44m 46s	1m 51s	97.8%	230.3 MB	988.8 MB	36.4 MB	3.3 MB
198	53/1d6f03	37168628	factorize_worker (factorize_k10_worker39)	COMPLETED	0	2025-09-21 17:31:37.881	44m 53s	1m 54s	97.3%	230.2 MB	988.9 MB	36.4 MB	3.3 MB
193	fe/526413	37168626	factorize_worker (factorize_k10_worker38)	COMPLETED	0	2025-09-21 17:31:37.626	45m 13s	2m 14s	97.6%	230.2 MB	988.9 MB	36.4 MB	3.3 MB
194	b2/215384	37168627	factorize_worker (factorize_k15_worker38)	COMPLETED	0	2025-09-21 17:31:37.756	45m 13s	2m 14s	97.7%	230.2 MB	989.4 MB	36.4 MB	3.3 MB
196	37/53fe3d	37168629	factorize_worker (factorize_k25_worker38)	COMPLETED	0	2025-09-21 17:31:39.986	45m 11s	2m 13s	97.8%	229.9 MB	990.1 MB	36.4 MB	3.3 MB
199	8b/0fd149	37168632	factorize_worker (factorize_k15_worker39)	COMPLETED	0	2025-09-21 17:31:40.367	45m 21s	1m 51s	97.6%	230.6 MB	990.4 MB	36.4 MB	3.3 MB
201	12/4e475c	37168633	factorize_worker (factorize_k25_worker39)	COMPLETED	0	2025-09-21 17:31:40.493	45m 21s	1m 51s	97.8%	230.2 MB	989.9 MB	36.4 MB	3.3 MB
197	05/319292	37168631	factorize_worker (factorize_k30_worker38)	COMPLETED	0	2025-09-21 17:31:40.242	45m 41s	2m 14s	97.7%	230.1 MB	989.9 MB	36.4 MB	3.3 MB
202	79/243043	37168635	factorize_worker (factorize_k30_worker39)	COMPLETED	0	2025-09-21 17:31:40.741	46m 5s	1m 41s	97.4%	229.9 MB	989.6 MB	36.4 MB	3.3 MB
203	03/f88e7f	37168634	factorize_worker (factorize_k10_worker40)	COMPLETED	0	2025-09-21 17:31:40.617	46m 15s	2m 19s	97.9%	230.6 MB	990.1 MB	36.5 MB	3.3 MB
204	ca/6eb96f	37168636	factorize_worker (factorize_k15_worker40)	COMPLETED	0	2025-09-21 17:31:40.867	46m 30s	2m 4s	97.5%	233.3 MB	990.9 MB	36.5 MB	3.3 MB
180	22/a59496	37168611	factorize_worker (factorize_k20_worker35)	COMPLETED	0	2025-09-21 17:31:27.737	46m 58s	5m 49s	31.4%	233.1 MB	990.7 MB	36.5 MB	3.3 MB
206	65/d1a05c	37168638	factorize_worker (factorize_k25_worker40)	COMPLETED	0	2025-09-21 17:31:41.117	47m 15s	2m 19s	97.9%	230.7 MB	990.1 MB	36.5 MB	3.3 MB
209	7c/a1eaaf	37168639	factorize_worker (factorize_k15_worker41)	COMPLETED	0	2025-09-21 17:31:41.250	47m 20s	1m 53s	97.4%	230.1 MB	988.5 MB	36.4 MB	3.3 MB
210	46/d2871f	37168640	factorize_worker (factorize_k20_worker41)	COMPLETED	0	2025-09-21 17:31:41.375	47m 20s	1m 52s	97.5%	230.6 MB	990.3 MB	36.4 MB	3.3 MB
211	00/12c2b9	37168642	factorize_worker (factorize_k25_worker41)	COMPLETED	0	2025-09-21 17:31:41.622	47m 19s	1m 52s	97.5%	232.1 MB	989 MB	36.4 MB	3.3 MB
208	36/8bba24	37168643	factorize_worker (factorize_k10_worker41)	COMPLETED	0	2025-09-21 17:31:41.747	47m 19s	1m 52s	97.7%	232.2 MB	990 MB	36.4 MB	3.3 MB
207	ad/be8ad8	37168637	factorize_worker (factorize_k30_worker40)	COMPLETED	0	2025-09-21 17:31:40.992	47m 45s	2m 44s	84.1%	230.5 MB	990.1 MB	36.5 MB	3.3 MB
205	90/698746	37168641	factorize_worker (factorize_k20_worker40)	COMPLETED	0	2025-09-21 17:31:41.498	47m 50s	2m 20s	97.7%	230.4 MB	989.9 MB	36.5 MB	3.3 MB
212	59/28e366	37168644	factorize_worker (factorize_k30_worker41)	COMPLETED	0	2025-09-21 17:31:41.914	47m 49s	1m 53s	97.5%	229.6 MB	990 MB	36.4 MB	3.3 MB
213	62/f19063	37168645	factorize_worker (factorize_k10_worker42)	COMPLETED	0	2025-09-21 17:31:42.114	48m 9s	1m 40s	97.4%	231.4 MB	989.4 MB	36.4 MB	3.3 MB
214	33/064150	37168646	factorize_worker (factorize_k15_worker42)	COMPLETED	0	2025-09-21 17:31:42.322	48m 19s	1m 51s	97.8%	229.5 MB	990 MB	36.4 MB	3.3 MB
215	42/d1f0e0	37168647	factorize_worker (factorize_k20_worker42)	COMPLETED	0	2025-09-21 17:31:42.516	48m 39s	1m 40s	97.4%	230.1 MB	990.2 MB	36.4 MB	3.3 MB
216	a9/7b657b	37168649	factorize_worker (factorize_k25_worker42)	COMPLETED	0	2025-09-21 17:31:42.915	49m 23s	1m 52s	97.5%	232.3 MB	989 MB	36.4 MB	3.3 MB
223	83/22e8fe	37168655	factorize_worker (factorize_k10_worker44)	COMPLETED	0	2025-09-21 17:31:44.112	49m 42s	1m 44s	97.4%	231 MB	989.6 MB	36.4 MB	3.4 MB
225	c3/5a0015	37168656	factorize_worker (factorize_k20_worker44)	COMPLETED	0	2025-09-21 17:31:44.445	49m 42s	1m 44s	97.6%	230.6 MB	990.2 MB	36.4 MB	3.4 MB
224	44/a0ca85	37168657	factorize_worker (factorize_k15_worker44)	COMPLETED	0	2025-09-21 17:31:44.569	50m 2s	1m 34s	96.8%	230.3 MB	990.1 MB	36.4 MB	3.4 MB
226	70/b65787	37168658	factorize_worker (factorize_k25_worker44)	COMPLETED	0	2025-09-21 17:31:44.716	50m 11s	1m 43s	97.7%	230.1 MB	989.8 MB	36.4 MB	3.4 MB
219	9b/c593a9	37168651	factorize_worker (factorize_k15_worker43)	COMPLETED	0	2025-09-21 17:31:43.316	50m 23s	2m 54s	97.7%	230.8 MB	990.4 MB	36.5 MB	3.3 MB
220	5f/0a7045	37168652	factorize_worker (factorize_k20_worker43)	COMPLETED	0	2025-09-21 17:31:43.512	50m 23s	2m 54s	98.0%	230.3 MB	989.9 MB	36.5 MB	3.3 MB
218	22/1fd4f0	37168653	factorize_worker (factorize_k10_worker43)	COMPLETED	0	2025-09-21 17:31:43.709	50m 22s	2m 55s	97.9%	232.6 MB	990.1 MB	36.5 MB	3.3 MB
221	7e/428b6a	37168650	factorize_worker (factorize_k25_worker43)	COMPLETED	0	2025-09-21 17:31:43.112	50m 28s	2m 56s	97.7%	230.7 MB	990 MB	36.5 MB	3.3 MB
227	9f/babfb1	37168659	factorize_worker (factorize_k30_worker44)	COMPLETED	0	2025-09-21 17:31:44.916	50m 31s	1m 33s	97.4%	230.4 MB	990.2 MB	36.4 MB	3.4 MB
217	10/7a3012	37168648	factorize_worker (factorize_k30_worker42)	COMPLETED	0	2025-09-21 17:31:42.714	51m 13s	3m 32s	51.6%	230.1 MB	989.9 MB	36.4 MB	3.3 MB
229	4c/34cc02	37168660	factorize_worker (factorize_k15_worker45)	COMPLETED	0	2025-09-21 17:31:45.114	51m 41s	2m 16s	97.6%	230.6 MB	990.1 MB	36.5 MB	3.4 MB
232	00/9c1d5b	37168661	factorize_worker (factorize_k30_worker45)	COMPLETED	0	2025-09-21 17:31:45.320	52m 6s	2m	97.5%	231.5 MB	990.8 MB	36.5 MB	3.4 MB
231	af/b55392	37168664	factorize_worker (factorize_k25_worker45)	COMPLETED	0	2025-09-21 17:31:45.915	52m 15s	2m 14s	97.7%	230.3 MB	990.1 MB	36.5 MB	3.4 MB
228	d9/e14b14	37168663	factorize_worker (factorize_k10_worker45)	COMPLETED	0	2025-09-21 17:31:45.712	52m 20s	2m 16s	97.6%	230.2 MB	989.8 MB	36.5 MB	3.4 MB
233	20/1bd192	37168665	factorize_worker (factorize_k10_worker46)	COMPLETED	0	2025-09-21 17:31:46.114	52m 25s	1m 49s	97.5%	230.9 MB	990.3 MB	36.5 MB	3.4 MB
234	d8/208259	37168666	factorize_worker (factorize_k15_worker46)	COMPLETED	0	2025-09-21 17:31:46.317	52m 35s	2m 2s	97.5%	232.5 MB	990.1 MB	36.5 MB	3.4 MB
235	9f/644670	37168667	factorize_worker (factorize_k20_worker46)	COMPLETED	0	2025-09-21 17:31:46.514	52m 35s	2m 2s	97.5%	232.7 MB	990.2 MB	36.5 MB	3.4 MB
237	4e/82131d	37168668	factorize_worker (factorize_k30_worker46)	COMPLETED	0	2025-09-21 17:31:46.769	52m 34s	2m 1s	97.8%	230.9 MB	990.3 MB	36.5 MB	3.4 MB
230	49/f9ec29	37168662	factorize_worker (factorize_k20_worker45)	COMPLETED	0	2025-09-21 17:31:45.514	52m 51s	2m 38s	83.9%	232.8 MB	990.2 MB	36.5 MB	3.4 MB
239	ac/f4df89	37168669	factorize_worker (factorize_k15_worker47)	COMPLETED	0	2025-09-21 17:31:46.912	53m 4s	2m 33s	97.9%	230.5 MB	990.1 MB	36.5 MB	3.4 MB
241	60/1cfe4a	37168670	factorize_worker (factorize_k25_worker47)	COMPLETED	0	2025-09-21 17:31:47.114	53m 4s	2m 30s	98.0%	232.8 MB	990.5 MB	36.5 MB	3.4 MB
238	c4/01dfdd	37168672	factorize_worker (factorize_k10_worker47)	COMPLETED	0	2025-09-21 17:31:47.513	54m 24s	2m 16s	97.6%	233 MB	990.2 MB	36.5 MB	3.4 MB
240	b5/0ac948	37168673	factorize_worker (factorize_k20_worker47)	COMPLETED	0	2025-09-21 17:31:47.715	54m 38s	2m 34s	97.6%	231 MB	990.3 MB	36.5 MB	3.4 MB
249	a9/3bd9dc	37168680	factorize_worker (factorize_k15_worker49)	COMPLETED	0	2025-09-21 17:31:49.114	54m 37s	2m 4s	97.9%	230.6 MB	990.5 MB	36.4 MB	3.4 MB
248	9d/fd2056	37168678	factorize_worker (factorize_k10_worker49)	COMPLETED	0	2025-09-21 17:31:48.712	54m 42s	2m 6s	97.6%	230.4 MB	990.2 MB	36.4 MB	3.4 MB
244	5b/9b45b6	37168676	factorize_worker (factorize_k15_worker48)	COMPLETED	0	2025-09-21 17:31:48.320	54m 48s	2m 11s	97.6%	230.5 MB	990.4 MB	36.4 MB	3.4 MB
245	90/a2a7f0	37168677	factorize_worker (factorize_k20_worker48)	COMPLETED	0	2025-09-21 17:31:48.513	54m 48s	2m 10s	97.7%	231.1 MB	990.6 MB	36.4 MB	3.4 MB
247	1e/4fa0d7	37168679	factorize_worker (factorize_k30_worker48)	COMPLETED	0	2025-09-21 17:31:48.910	54m 47s	2m 11s	97.6%	230.6 MB	990.3 MB	36.4 MB	3.4 MB
242	b2/dae4bf	37168674	factorize_worker (factorize_k30_worker47)	COMPLETED	0	2025-09-21 17:31:47.918	54m 53s	2m 16s	97.6%	232.6 MB	990.1 MB	36.5 MB	3.4 MB
243	6f/a4e097	37168675	factorize_worker (factorize_k10_worker48)	COMPLETED	0	2025-09-21 17:31:48.118	54m 53s	2m 15s	95.6%	230.6 MB	990.4 MB	36.4 MB	3.4 MB
251	bb/c6c73c	37168683	factorize_worker (factorize_k25_worker49)	COMPLETED	0	2025-09-21 17:31:49.713	55m 6s	2m 4s	97.9%	230.5 MB	990.2 MB	36.4 MB	3.4 MB
250	60/389a1e	37168681	factorize_worker (factorize_k20_worker49)	COMPLETED	0	2025-09-21 17:31:49.320	55m 12s	2m 4s	97.6%	230.6 MB	989.1 MB	36.4 MB	3.4 MB
246	2d/6b7b98	37168682	factorize_worker (factorize_k25_worker48)	COMPLETED	0	2025-09-21 17:31:49.514	55m 17s	2m 11s	97.8%	230.9 MB	990.3 MB	36.4 MB	3.4 MB
222	5f/33c4f5	37168654	factorize_worker (factorize_k30_worker43)	COMPLETED	0	2025-09-21 17:31:43.914	56m 27s	8m 24s	34.5%	230.5 MB	989.9 MB	36.5 MB	3.3 MB
253	1f/06460f	37168684	factorize_worker (factorize_k10_worker50)	COMPLETED	0	2025-09-21 17:31:49.911	56m 41s	2m 6s	97.6%	230.9 MB	990.3 MB	36.4 MB	3.4 MB
252	71/d08f81	37168685	factorize_worker (factorize_k30_worker49)	COMPLETED	0	2025-09-21 17:31:50.114	56m 56s	1m 51s	97.5%	230.7 MB	989.3 MB	36.4 MB	3.4 MB
255	b9/5388c7	37168686	factorize_worker (factorize_k20_worker50)	COMPLETED	0	2025-09-21 17:31:50.316	57m 31s	2m 24s	97.4%	230.6 MB	989.2 MB	36.4 MB	3.4 MB
254	2a/eebd73	37168687	factorize_worker (factorize_k15_worker50)	COMPLETED	0	2025-09-21 17:31:50.511	57m 31s	2m 23s	97.6%	232.5 MB	989.2 MB	36.4 MB	3.4 MB
256	a3/f3467a	37168688	factorize_worker (factorize_k25_worker50)	COMPLETED	0	2025-09-21 17:31:50.716	57m 30s	2m 23s	97.6%	230 MB	989.8 MB	36.4 MB	3.4 MB
257	bc/783f1e	37168689	factorize_worker (factorize_k30_worker50)	COMPLETED	0	2025-09-21 17:31:50.914	57m 30s	2m 23s	97.8%	230.6 MB	990.3 MB	36.4 MB	3.4 MB
264	08/139c87	37168694	factorize_worker (factorize_k15_worker52)	COMPLETED	0	2025-09-21 17:31:51.914	57m 44s	2m 10s	97.7%	230.6 MB	990.5 MB	36.5 MB	3.4 MB
263	53/421787	37168695	factorize_worker (factorize_k10_worker52)	COMPLETED	0	2025-09-21 17:31:52.114	57m 44s	2m 8s	98.0%	232.9 MB	990.5 MB	36.5 MB	3.4 MB
258	be/ceadea	37168690	factorize_worker (factorize_k10_worker51)	COMPLETED	0	2025-09-21 17:31:51.110	57m 50s	2m 46s	97.7%	230.3 MB	990.4 MB	36.5 MB	3.4 MB
261	56/95b65b	37168691	factorize_worker (factorize_k25_worker51)	COMPLETED	0	2025-09-21 17:31:51.319	57m 50s	2m 44s	98.1%	230.7 MB	990.4 MB	36.5 MB	3.4 MB
260	f5/172910	37168692	factorize_worker (factorize_k20_worker51)	COMPLETED	0	2025-09-21 17:31:51.513	57m 50s	2m 46s	97.7%	230.7 MB	990.2 MB	36.5 MB	3.4 MB
259	27/13d111	37168693	factorize_worker (factorize_k15_worker51)	COMPLETED	0	2025-09-21 17:31:51.711	58m 19s	2m 46s	97.8%	232.5 MB	990.3 MB	36.5 MB	3.4 MB
236	89/dc729d	37168671	factorize_worker (factorize_k25_worker46)	COMPLETED	0	2025-09-21 17:31:47.318	58m 39s	6m 17s	31.6%	230.8 MB	990.3 MB	36.5 MB	3.4 MB
265	d8/460834	37168696	factorize_worker (factorize_k20_worker52)	COMPLETED	0	2025-09-21 17:31:52.321	58m 44s	2m 11s	97.5%	230.8 MB	990.1 MB	36.5 MB	3.4 MB
266	c0/67d16a	37168697	factorize_worker (factorize_k25_worker52)	COMPLETED	0	2025-09-21 17:31:52.515	58m 59s	1m 55s	97.6%	233 MB	990.4 MB	36.5 MB	3.4 MB
262	80/52716d	37168698	factorize_worker (factorize_k30_worker51)	COMPLETED	0	2025-09-21 17:31:52.711	59m 33s	2m 27s	97.7%	233 MB	990.1 MB	36.5 MB	3.4 MB
269	36/f263cf	37168700	factorize_worker (factorize_k15_worker53)	COMPLETED	0	2025-09-21 17:31:53.119	59m 38s	2m 6s	97.5%	232.3 MB	988.8 MB	36.4 MB	3.4 MB
268	f1/d9e8a5	37168701	factorize_worker (factorize_k10_worker53)	COMPLETED	0	2025-09-21 17:31:53.314	59m 38s	2m 6s	97.5%	232.3 MB	989.8 MB	36.4 MB	3.4 MB
270	f3/30f6c9	37168702	factorize_worker (factorize_k20_worker53)	COMPLETED	0	2025-09-21 17:31:53.520	59m 38s	2m 5s	97.7%	232.3 MB	990.1 MB	36.4 MB	3.4 MB
267	fe/ff20b3	37168699	factorize_worker (factorize_k30_worker52)	COMPLETED	0	2025-09-21 17:31:52.909	59m 43s	2m 10s	97.5%	230.8 MB	990.3 MB	36.5 MB	3.4 MB
272	b9/250c37	37168704	factorize_worker (factorize_k30_worker53)	COMPLETED	0	2025-09-21 17:31:53.910	1h 7s	2m 5s	97.9%	232.6 MB	990.2 MB	36.4 MB	3.4 MB
271	1b/563fa2	37168703	factorize_worker (factorize_k25_worker53)	COMPLETED	0	2025-09-21 17:31:53.713	1h 12s	2m 7s	97.5%	230.6 MB	989.1 MB	36.4 MB	3.4 MB
